Time,Source,Destination,Protocol,Length,Info
34.736738,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13920527 Win=1748992 Len=0
34.737262,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.739783,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.739784,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.739785,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.739836,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13927827 Win=1748992 Len=0
34.740465,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.740504,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13929287 Win=1748992 Len=0
34.741603999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.741606,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.741646,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13932207 Win=1748992 Len=0
34.742432,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.745017,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.745020000000004,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.745022,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.745082000000004,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13939507 Win=1748992 Len=0
34.745413,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.745465,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13940967 Win=1748992 Len=0
34.745891,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.748678999999996,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.748688,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.74869,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.748692,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.748783,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13948267 Win=1748992 Len=0
34.749021,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.749053,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13949727 Win=1748992 Len=0
34.749204999999996,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.749874,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.749945000000004,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13952647 Win=1748992 Len=0
34.751244,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.751303,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13955567 Win=1748992 Len=0
34.751804,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.754484999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.754490000000004,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.754490999999994,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.754494,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.754577000000005,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13962867 Win=1748992 Len=0
34.754807,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.75485,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13964327 Win=1748992 Len=0
34.755275,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.75588,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.755924,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13967247 Win=1748992 Len=0
34.759046999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.759052000000004,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.759054,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.759147999999996,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13973087 Win=1748992 Len=0
34.759413,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.760214000000005,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.760269,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13976007 Win=1748992 Len=0
34.760898,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.763595,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.7636,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.763601,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.763606,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.763704,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13983307 Win=1748992 Len=0
34.763959,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.763992,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13984767 Win=1748992 Len=0
34.764148,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.76498,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.765046999999996,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13987687 Win=1748992 Len=0
34.768295,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.7683,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.768304,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.768305,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.768376,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13994987 Win=1748992 Len=0
34.768586,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.768622,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=13996447 Win=1748992 Len=0
34.769181,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.771834000000005,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.771840999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.771843,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.771844,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.771926,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14005207 Win=1748992 Len=0
34.773669,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.773674,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.773734999999995,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14008127 Win=1748992 Len=0
34.77422,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.776901,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.776903999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.776906,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.776908,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.776956,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14015427 Win=1748992 Len=0
34.777118,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.77715,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14016887 Win=1748992 Len=0
34.777755,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.780887,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.780896000000006,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.780898,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.780972999999996,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14024187 Win=1748992 Len=0
34.78115,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.781187,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14025647 Win=1748992 Len=0
34.78199,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.784579,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.784587,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.784589000000004,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.784591,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.784593,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.784684999999996,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14034407 Win=1748992 Len=0
34.785206,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.787813,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.787821,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.787822,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.787896,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14041707 Win=1748992 Len=0
34.788156,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.788191999999995,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14043167 Win=1748992 Len=0
34.788459,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.789123,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.789186,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14046087 Win=1748992 Len=0
34.789840000000005,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.792126,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.79213,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.792133,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.792198,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14051927 Win=1748992 Len=0
34.792778999999996,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.795579,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.795582,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.795583,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.795584999999996,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.795668,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14060687 Win=1748992 Len=0
34.795859,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.798888,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.798891999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.798895,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.798958,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14066527 Win=1748992 Len=0
34.799088,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.799345,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.799372999999996,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14069447 Win=1748992 Len=0
34.802654,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.802658,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.802659000000006,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.802661,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.802729,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14076747 Win=1748992 Len=0
34.802869,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.802896000000004,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14078207 Win=1748992 Len=0
34.80336,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.806090999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.806095,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.806096000000004,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.806096999999994,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.806139,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14085507 Win=1748992 Len=0
34.806284999999995,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14086967 Win=1748992 Len=0
34.808355999999996,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.80836,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.808361,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.808362,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.808412,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14092807 Win=1748992 Len=0
34.809152000000005,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.811769,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.811772999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.811774,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.811775,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.811876,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14100107 Win=1748992 Len=0
34.81224,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.812290000000004,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14101567 Win=1748992 Len=0
34.813427000000004,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.815872,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.815874,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.815945,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14107407 Win=1748992 Len=0
34.816243,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.816246,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.816295000000004,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14110327 Win=1748992 Len=0
34.816671,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.81765,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.817708,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14113247 Win=1748992 Len=0
34.817859000000006,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.818554999999996,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.818597,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14116167 Win=1748992 Len=0
34.821816,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.821819,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.821822,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.821878000000005,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14122007 Win=1748992 Len=0
34.822018,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.824605,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.824608000000005,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.82461,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.824612,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.824668,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14129307 Win=1748992 Len=0
34.824861999999996,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.8249,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14130767 Win=1748992 Len=0
34.826696000000005,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.826699,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.826744,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14133687 Win=1748992 Len=0
34.827476000000004,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.828672999999995,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14136607 Win=1748992 Len=0
34.829963,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.829969,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.829971,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.829972999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.830048,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14142447 Win=1748992 Len=0
34.83103,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.831203,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.831249,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14145367 Win=1748992 Len=0
34.834276,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.834281,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.834282,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.834284000000004,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.834358,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14152667 Win=1748992 Len=0
34.834684,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.834728999999996,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14154127 Win=1748992 Len=0
34.835075,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.835513,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.835553999999995,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14157047 Win=1748992 Len=0
34.836667,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.836672,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.836721999999995,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14159967 Win=1748992 Len=0
34.840203,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.840209,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.840211,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.84028,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14164347 Win=1748992 Len=0
34.840467,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.84047,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.840472,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.840513,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14168727 Win=1748992 Len=0
34.842915999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.842917,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.842967,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14173107 Win=1748992 Len=0
34.843104,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.843138,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14174567 Win=1748992 Len=0
34.845855,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.845859999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.845861,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.845864,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.845931,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14180407 Win=1748992 Len=0
34.84657,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.848248,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.848252,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.848256,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.848321,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14187707 Win=1748992 Len=0
34.851166,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.851169,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.85117,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.851172,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.851248999999996,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14193547 Win=1748992 Len=0
34.852245,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.852247999999996,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.852297,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14196467 Win=1748992 Len=0
34.855881,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.855886,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.855888,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.855891,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.855892,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.855963,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14205227 Win=1748992 Len=0
34.856308,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.856311,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.856313,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.856364,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14209607 Win=1748992 Len=0
34.858989,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.858994,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.858996000000005,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.858999,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.859075,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14215447 Win=1748992 Len=0
34.859348,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.863274,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.863276,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.863279,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.863356,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14222747 Win=1748992 Len=0
34.863577,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.863620000000004,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14224207 Win=1748992 Len=0
34.865997,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.866002,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.866054,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14227127 Win=1748992 Len=0
34.868421999999995,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.868428,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.868489000000004,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14230047 Win=1748992 Len=0
34.868648,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.86865,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.868685,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14232967 Win=1748992 Len=0
34.870236,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.870245000000004,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.870325,10.218.72.130,82.195.75.101,TCP,54,13209  >  443 [ACK] Seq=807 Ack=14237347 Win=1748992 Len=0
34.872795,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.872799,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
34.872801,82.195.75.101,10.218.72.130,TCP,1514,[TCP segment of a reassembled PDU]
